song,artist,date,votes,ratings,views,favorites,comments,contributors,acoustic,tonality,capo,chords
Every Breath You Take,The Police,1042416000,304,4.63971,1486867,14858,104,4,0,A,0,"Aadd9,F#madd9,Dadd9,Eadd9,Aadd9,Aadd9,F#madd9,Dadd9,Eadd9,F#madd9,Aadd9,F#madd9,Dadd9,Eadd9,Aadd9,Dadd9,Cadd9,Aadd9,Badd9,Eadd9,Aadd9,F#madd9,Dadd9,Eadd9,F#madd9,Eb,F,Eb,F,Eb,G,Aadd9,F#madd9,Dadd9,Eadd9,F#madd9,Aadd9,F#madd9,Dadd9,Eadd9,Aadd9,Dadd9,Cadd9,Aadd9,Badd9,Eadd9,Aadd9,F#madd9,Dadd9,Eadd9,F#madd9,Dadd9,Eadd9,F#madd9,Aadd9,F#madd9,Dadd9"
All I Want For Christmas Is You,Mariah Carey,1261440001,1356,4.83329,1486378,51330,49,6,0,,0,"G,C,Cm/Eb,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,C,Cm/Eb,G,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,C,Cm/Eb,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,B7,Em,B7,Em,Cm,G,E7,Am7,C,G,C,Cm,G,B7,Em,Cm,G,E7,Am7,D7,G,Em,C,D,G,Em,C,D"
Tadhana,Up Dharma Down,1386201601,91,4.71709,1483890,9803,6,2,0,G,4,"G,A,Bm,G,Bm,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#,G,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#,G,G,Bm,G,Bm,G,Bm,Em,F#,G,G,Bm,G,A,Bm,Em,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#,G,G,Bm,G,Bm,G,Bm,Em,F#,G,G,Bm,G,A,Bm,G"
I Cant Make You Love Me,Bon Iver,1323388801,580,4.76228,1483858,18583,18,2,0,F,0,"F,Am,Am,F,F,C,Am,G,F,Am,Am,F,F,C,Am,Dm,F,Am,Am,F,F,C,Am,Dm,Dm,Gsus,G,F,C,Dm,F,C,Am,Am,G,Am,F,G,Am,Am,F,G,Am,Dm,G,F,C,Dm,F,Am,Am,F,F,C,Am,G,F,Am,Am,F,F,C,Am,G,F,Am,Am,F,F,C,Am,G,Dm,G,F,C,Dm,F,C,Am,Am,G,Am,F,G,Am,Am,F,G,Am,Dm,G,F,C,Dm,F,F,Am,Am,F,F,C,Am,G"
Landslide,Dixie Chicks,1062028800,800,4.77017,1482650,14415,25,2,0,,7,"C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,D7,G,D7,Em,Em,C,G,Am7,D7,G,D7,Em,Em,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,D7,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7,G,C,G,Am7"
No Surprises,Radiohead,1115856000,1251,4.87832,1477690,23376,68,7,0,,3,"D,Gm,D,Em,A,Asus4,D,Gm,D,Em,A,Asus4,D,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,D,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,A,Gm,A,Gm,Em,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,Dm,Gm,D"
Brown Eyed Girl,Van Morrison,1062028800,434,4.60962,1477310,4454,28,5,0,,0,"G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D"
9 Crimes,Damien Rice,1163030401,994,4.88105,1476017,12021,23,2,0,,0,"Am,F,F,C,Am,F,F,C,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G"
Come As You Are,Nirvana,1062028800,320,4.22419,1475721,7591,55,3,0,,0,"F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,A,F#m,A,F#m,A,F#m,A,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,A,F#m,A,F#m,A,F#m,A,Bm,D,Bm,D,Bm,D,Bm,D,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,A,F#m,A,F#m,A,F#m,A,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,F#m,E,F#m,E,F#m,E,F#m,E,F#sus4"
Harvest Moon,Neil Young,1004486400,23,4.59247,1475435,2645,1,0,0,,0,"G,C,C,G,C,G,C,C,G,C,G,C,C,G,C,G,C,G,G,Bm,C,Am,G,Bm,C,Am,Em,G,C,Am,G,Bm,C,Am,Em,G,C,Am,G,F,C,G,F,C,G,F,G,D,G,F,D,D,Bb,F,Am,Gm,C,D,Bb,F,Am,Gm,C,D,Bb,F,Am,Gm,C,D,F,C,F,G,D,D,F,C,F,G,D,D,F,C,F,G,D,D,Bb,F,Am,Gm,C,F,G,D,A,A,F,F,D,D,D,Bb,A,Am,Gm,Em,C,F,G,F,D,B,B,B,B,B,B,B,B,B,B,D,A,Bm7,A,Em,A,G,G,G,G,Em,A,Em,A,D,Dm,Dm,Dm7,Bb,C,Dm,Dm,Bb,Bb,C,C,A,Dm,Dm7,Bb,C,Dm,Dm7,Bb,C,Dm,Dm,Bb,Bb,C,C,A,D,Dm7,Bb,C,D,Dm7,Bb,C,D,Dm7,Bb,C,Dm7,Bb,Bb5,C5,A5,Dm,D,Dm7,Bb,C,Bb5,C5,A5,Dm,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,Em,A,F#m,D,A,F#m,A,F#m,A,F#m,D,E,A,F#m,D,D,A,F#m,D,D,A,F#m,A,F#m,A,F#m,D,E,A,A,F#m,Em,A,F#m,D,A,F#m,A,F#m,A,F#m,D,E,A,Em,D,Bm,A,F#m,A,F#m,A,F#m,D,E,Bb,Dm,F,Bb,C,Em,C,G,C,C,Am,F,G,C,Bb,Dm,F,Bb,F,D#,Gm,F,Bb,Gm,D#,F,Bb,C,Em,C,G,C,G,C,F,C,Am,G,C,Am,F,C,Bb,F,Bb,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,D,G,G,B,C,D,C,B,A,B,C,B,A,C,D,C,D,C,D,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em7,Csus2,G,C,Cmaj9,C,Dsus4,Em7,Cmaj9,D,C(add9),Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,Em7,Cmaj9,D,C(add9),Em7,Cmaj9,D,C,Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,Em7,Cmaj9,D,Em7,Cmaj9,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G"
Half The World Away,Oasis,1045699200,1270,4.81488,1473359,12488,73,6,0,C,0,"C,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj,C,Am,D,Fmaj,C,Fmaj,C,Fmaj,C,Am,D,Fmaj,Am,C,E,Am,Fmaj,D,G,G7,Am,C,E,Am,Fmaj,Fm,C,Am,D,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj,C,Am,D,Fmaj,C,Fmaj,C,Fmaj,C,Am,D,Fmaj,Am,C,E,Am,Fmaj,D,G,G7,Am,C,E,Am,Fmaj,Fm,C,Am,D,Fmaj,Fmaj,Fmaj,Fmaj,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj,C,Fmaj"
Over My Head,The Fray,1134777601,746,4.83233,1469056,23204,99,2,0,Db,1,"C,Em,G,C,Em,G,C,Em,G,Am,Em,D,C,Em,G,C,Em,G,C,Em,G,Am,Em,D,C,G,Em,G,C,G,Em,D,C,G,Em,G,Am,G,Em,D,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,Am,Em,D,C,Em,G,C,Em,G,C,Em,G,Am,Em,D,C,G,Em,G,C,G,Em,D,C,G,Em,G,Am,G,Em,D,C,C,Em,G,C,Em,G,C,Em,G,Am,C,Em,G,C,Em,G,C,Em,G,Am,G,G/F#,Em7,C,C,G,Em,G,Am,G,Em,D,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,G,Em,G,C,G,Em,D,C,G,Em,G,Am,G,Em,D,C,Em,G,C,C"
Yellow,Coldplay,1160352001,611,4.7319,1469473,23307,23,3,0,C,0,"C,G,F,C,C,G,F,C,C,G,F,C,G,F,C,G,F,C,F,Am,G,F,Am,G,F,Am,G,F,C,G,F,C,C,G,F,C,G,F,C,F,Am,G,F,Am,G,F,Am,G,F,C,G,F,C,C,G,F,C,G,F,C,G,F"
Take Me To Church,Hozier,1381795201,635,4.72638,1468485,24134,33,3,0,Em,0,"Em,Am,Em,Am,G,Am,Em,Am,Em,Am,Em,Am,G,Am,Em,Am,D,Em,Am,Em,Am,G,Am,Em,Am,D,G,C,G,C,G,Cm,G,G,F#,F#,F,Em,B,G,Am,Em,A,G,G,F#,Em,Am,Em,Am,G,Am,Em,Am,D,Em,Am,Em,Am,G,Am,Em,Am,D,G,F#,F#,F,Em,B,G,Am,Em,A,G,G,F#,C,G,B,Em,C,G,B,Em,C,G,B,Em,C,G,B,Em,G,C,G,C,G,Cm,G,G,F#,F#,F,Em,B,G,Am,Em,A,G,G,F#,G,F#,F#,F,Em,B,G,Am,Em,A,G,G,F#"
I Want To Hold Your Hand,The Beatles,1168214401,1641,4.87186,1464263,47387,56,4,0,,0,"C,C,D,C,C,D,C,C,D,D,G,D,Em,B7,G,D,Em,B7,C,D,G,Em,C,D,G,G,D,Em,B7,G,D,Em,B7,C,D,G,Em,C,D,G,Dm7,G,C,Am,Dm7,G,C,C,C,D,C,C,D,C,C,D,G,D,Em,B7,G,D,Em,B7,C,D,G,Em,C,D,G,Dm7,G,C,Am,Dm7,G,C,C,C,D,C,C,D,C,C,D,G,D,Em,B7,G,D,Em,B7,C,D,G,Em,C,D,B7,C,D,C,G"
Heathens,twenty one pilots,1466044650,1798,4.8303,1463244,39873,92,9,0,C,0,"Am,B,C,E,Em,A5,B5,C5,E5,C,Am,E,C,Am,E,C,Am,E,C,Am,E,C,Am,E,C,Am,E,C,Am,E,C,Am,E,Am,Em,Am,Em,Am,Em,Am,B,C,Am,E,C,Am,E,C,Am,E,C,Am,E,Am,Em,Am,Em,Am,Em,Am,B,C,Am,E,E,C,Am,E,E,C,Am,E,C,Am,E,C,Am,E,C,Am,E,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,E,C,Am,E,C,Am,E,C,Am,E"
Good Good Father,Housefires,1411637596,850,4.77651,1461217,23407,21,8,0,G,2,"G,Gsus4,G,Gsus4,C,Am7,D,C,Am7,D,C,Am7,D,G,Gsus4,G,Gsus4,C,Am7,D,C,Em,Am7,G,C,Em,D,G,G,G,G,C,Am7,C,Am7,D,C,Am7,D,C,Am7,D"
Blowin In The Wind,Bob Dylan,1004486400,1992,4.72401,1456245,24320,98,9,0,G,0,"G,C,D,G,C,G,G,C,G,G,C,D,G,C,G,G,C,D,C,D,G,Em,C,D,G,C,D,G,C,D,G,G,C,G,G,C,G,G,C,G,C,D,G,C,G,C,D,C,D,G,Em,C,D,G,C,D,G,C,D,G,G,C,D,G,C,G,G,C,G,C,D,G,C,G,C,D,C,D,G,Em,C,D,Em,C,D,G,Em,C,D,G,C,D,G,C,D,G"
Your Call,Secondhand Serenade,1190764801,130,4.71735,1454604,10038,24,1,0,,0,"C,D,Em,C,D,Em,C,D,Em,C,D,Em,C,D,Em,C,Em,C,D,Em,G,D,Em,C,G,D,Em,C,C,C,D,Em,C,D,Em,C,D,Em,C,D,Em,C,D,Em,D,Em,G,D,Em,C,G,D,Em,C,C,Em,D,C,D,D,C,D,D,C,D,D,C,D,D,C,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,C,C"
House Of Gold,twenty one pilots,1330473601,2334,4.88806,1453072,36963,48,3,0,C,0,"C,C,C,C,C,C,F,Am,G,C,F,C,G,C,F,A7,Dm,Bbm,F,C,F,C,C,F,Am,G,C,F,C,G,C,C,F,Am,G,C,F,C,G,C,F,A7,Dm,Bbm,F,C,F,C,C,F,Am,G,C,F,C,G,C,C,F,Am,G,C,F,C,G,C,F,A7,Dm,Bbm,F,C,F"
In The Aeroplane Over The Sea,Neutral Milk Hotel,1031875200,1351,4.91092,1442851,17853,69,4,0,,0,"G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,Em,C,G,D,Em,C,G,D,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G"
Gitara,Parokya ni Edgar,1124668800,123,4.5746,1441265,7240,16,3,0,,0,"G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,Am7,D,G,D/F#,Em,Am7,D,G,D/F#,Em,Am7,D,G,D/F#,E,Am7,D,G,G,C,D,G,C,D,Am7,D,G,D/F#,Em,Am7,D,G,D/F#,Em,Am7,D,G,D/F#,E,Am7,D,G,G,C,D"
You Dont Know,Milow,1179446401,268,4.83915,1437260,4483,17,1,0,,4,"Am,F,G,C,E,E7,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,E,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,E7,E,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,E7,E,F,G,C,F,G,C,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,E7,Am,F,G,Am,F,G,C,E,Am,F,G,Am,G,F,F,Am,F,G,Am,F,G,C,E,Am,F,G,Am,F,G,E7,E"
Blue Jeans,Lana Del Rey,1316736001,960,4.89556,1437102,19644,27,3,0,,0,"Fm,Eb,Bb,Fm,Eb,Em,D,A,Em,D,Em,D,A,Em,D,A,Em,D,A,Em,D,A,Em,D,A,A,Em,Em,D,A,A,Em,D,A,Em,D,A,Em,D,A,Em,D,A,Em,D,A,Em,D,A,Em,D,A,A,Em,Em,D,A,A,Em,D,A,Em,D,A,Em,D,D,D,Em,Em,D,D,D,Em,D,A,A,Em,Em,D,A,A,Em,D,A,Em,D,A"
Santeria,Sublime,1179878401,1153,4.83854,1436916,42989,53,4,0,,0,"E,G#,C#m,B,E,G#,C#m,B,E,G#,C#m,B,A,B,E,C#m,A,B,E,C#m,A,B,E,C#m,A,B,E,G#,C#m,B,E,G#,C#m,B,A,B,E,C#m,A,B,E,C#m,A,B,E,C#m,A,B,A,B,E,C#m,A,B,E,C#m,A,B,E,C#m,A,B,E,G#,C#m,B,E,G#,C#m,B,A,B,E,C#m,A,B,E,C#m,A,B,E,C#m,A,B"
Little Do You Know,Alex & Sierra,1405664552,1425,4.8483,1436912,28243,60,6,0,Am,0,"Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,C,F,C,F,C,F,Am,Gsus,F,C,Dm,Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,C,F,C,F,C,F,Am,Gsus,F,C,Dm,C,F,C,F,C,F,Am,Gsus,F,C,Dm,Am,Gsus,F,C,Dm,Am,Gsus,F,C,Dm,F,G"
Last Kiss,Pearl Jam,1036108800,1999,4.87129,1433934,33243,45,5,0,,0,"G,Em,C,D,G,Em,C,D,G,G,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,G,G,Em,C,D,G,Em,C,D,G,G,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,G,G,Em,C,D,G,Em,C,D,G,G,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,G"
Halo,Beyoncé,1227484801,289,4.80955,1432523,10285,11,1,0,,0,"A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,A,Bm,F#m,D,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,Bm,F#m,D"
Blowin In The Wind,Bob Dylan,1004486400,176,4.45473,1429302,4331,20,2,0,,0,"C,D,G,C,D,G,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D,G,C,D"
Pare Ko,Eraserheads,1061769600,187,4.81267,1428035,9416,15,3,0,,0,"G,C,G,C,G,C,G,C,G,C,G,C,Am,C,Am,C,Dsus,D,G,C,G,C,G,C,G,C,Am,C,Am,C,Dsus,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,C,G,C,G,C,G,C,Am,C,Am,C,Dsus,D,Am,C,G,D,Am,C,G,D,Am,C,G,Em,Am,D,G,C,G,C,G,C,G,C,Am,C,Am,C,Dsus,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G"
Suspicious Minds,Elvis Presley,1062028800,981,4.77785,1425512,25205,20,5,0,G,0,"G,C,D,C,G,G,C,D,C,D,C,Bm,D7,C,G,Bm,C,D,Em,Bm,C,D,D7,G,C,D,C,G,G,C,D,C,D,C,Bm,D7,C,G,Bm,C,D7,Em,Bm,C,B7sus4,B7,Em,Bm,C,D,Em,Bm,C,D,G,C,G,D7,G,C,D,C,G,G,C,D,C,G,C,G,C,G,C,D,C,G,C,G,C"
Umbrella,Rihanna,1181520001,593,4.73226,1421892,22020,70,4,0,Bb,1,"F,C,E,Am,F,C,E,Am,F,F,C,G,Am,F,C,G,Am,F,E,Am,F,E,Am,F,C,E,Am,F,C,E,Am,F,F,C,G,Am,F,C,G,Am,F,E,Am,F,E,Am,Bb,F,F,C,Bb,F,E,F,F,E,Am,F,E,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am"
Believer,Imagine Dragons,1485944924,2299,4.87157,1421486,36472,122,9,0,Bbm,1,"Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E/G#,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,Am,F,E,Am,F,E,Am,F,E/G#,Am,F,E,Am,F,E,Am,F,E,F,G,E/G#,Am,F,E7,Am,F,E7,Am,F,E7/G#,Am,F,E7"
Officially Missing You,Tamia,1084924800,70,4.56715,1419058,4410,3,2,0,,0,"G,G,F#m,B7,Em7,Em7,Dm7,G7,Bm,Em7,Am7,Am7,D7sus,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,G,Am7,B7,Em,Dm,C#dim,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus"
Bed Of Roses,Bon Jovi,1120262400,541,4.83347,1417629,18716,32,1,0,,0,"Bb,F,Bb,F,Bb,F,Bb,F,Am,Bb,F,Bb,Bb,C,F,Bb,F,Bb,F,Am,Bb,F,Bb,Bb,C,F,F,C,C,Dm,Dm,C,Bb,F,Dm,Dm,C,Bb,F,Bb,F,Bb,F,Dm,C,Bb,Bb,Bb,Bb,F,Bb,F,Bb,F,Am,Bb,F,Bb,Bb,C,F,F,C,C,Dm,Dm,C,Bb,F,Dm,Dm,C,Bb,F,Bb,F,Bb,F,Dm,C,Bb,Bb,Bb,Bb,F,C,Bb,C,F,Bb,Bb,C,F,F,C,C,Dm,C,Bb,F,Dm,C,Bb,Bb,Bb,Bb,F,Bb,F,Bb,F,Bb,F,Dm,C,Bb,Bb,F,C,Dm,Dm,C,Bb,F,Dm,Dm,C,Bb,F,Bb,F,Bb,F,Dm,C,Bb,Bb,Bb,Dm,Dm,C,Bb,F,Dm,Dm,C,Bb,F,Bb,F,Bb,F,Dm,C,Bb,Bb,Bb,Bb,F"
Unplugged,Neil Young,1004486400,10,4.49262,1417490,835,2,0,0,,0,"G,C,G,G,C,G,C,G,C,G,D,C,G,G,C,G,G,C,G,C,C,Am,C,D,G,D,Am,C,G,G,C,G,C,G,C,Am,C,G,Bm,D,Am,C,G,D,Am,C,G,G,C,G,C,G,C,C,G,D,C,G,D,C,G,D,Am,C,G,E,E,E,E,E,E,A,E,D,A,E,D,G,D,D,D,A,D,A,D,E,E,A,E,G,D,A,E,E,G,D,G,D,E,G,G,D,E,D,D,Dsus4,D,D,Em,D,A,C,G,D,A,C,G,D,D,Em,D,D,D,Em,D,A,C,G,D,D,D,Em,D,A,C,G,D,A,C,G,D,D,A,C,G,D,F,C,Bb,C,F,Bb,C,F,C,Bb,C,F,Bb,C,F,C,Bb,C,F,C,Bb,C,Bb,F,Bb,F,Bb,Dm,C,F,F,C,Bb,C,F,C,Bb,C,F,C,Bb,C,A,F,C,Bb,C,F,F,C,Bb,C,Am,G,F,Em,Am,G,F,Em,G,Am,G,F,Em,G,C,G,F,G,C,G,F,G,C,G,F,G,F,Am,G,F,Em,G,D,Em7,Gm,Bb,C,F,Esus4,E,D,Em7,Gm,Bb,C,F,Esus4,E,Em7,Gm,Bb,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,G,D,G,D,G,D,G,D,G,A,Em,A,D,D,Dmaj7,A,Bm7,A,D,C,C,C,Am,Dm7,Fm7,C,Am,F,Fm7,C,C,E,F,G,E,F,G,E,F,E,G,G,C,C,G,C,G,C,C,G,C,G,C,C,G,C,G,C,G,E,D,A,D,E,D,A,G,E,D,A,D,Bm,G,C,Em,Am,G,Bm,G,D,G,D,Bm,G,A,D,G,D,Bm,A,D,D,G,D,Bm,G,A,D,G,D,Bm,A,D,G,Bb,D,Dsus4,D,D,Dsus4,D,Dsus4,G,Bm,C,Am,G,Bm,C,Am,Em,G,C,Am,G,Bm,C,Am,Em,G,C,Am,G,F,C,G,F,C,G"
One Thing,One Direction,1321833601,360,4.58235,1417212,10253,38,2,0,,2,"C,G,C,C,G,C,C,G,Am,Am,G,C,C,G,C,C,G,C,C,G,Am,Am,G,C,C,G,C,C,G,C,C,G,Am,Am,G,C,C,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,C,C,G,C,C,G,C,C,G,Am,Am,G,C,C,G,C,C,G,C,C,G,Am,Am,G,C,C,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,C,C,G,C,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,Am,Am,G,C,C,G,C"
See You Again,Wiz Khalifa,1426341287,1377,4.86913,1416562,40143,42,5,0,Gm,3,"Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,D,C,G,D,C,G,G,Em,C,G,D,C,D,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G"
Everything,Michael Bublé,1178064001,291,4.58638,1416065,6651,31,4,0,,0,"D,Bm7,E7,G,A7sus4,D,A7,D,Bm7,E7,G,A7sus4,D,A7,D,Bm7,E7,Gm7,A7sus4,D,A7,D,Bm7,E7,Gm7,A7sus4,D,G,A,D,Bm,G,A,D,D7,G,F#7,Bm,A,E7,Gm7,A7sus4,D,D,Bm7,E7,G,A7sus4,D,A7,D,Bm7,E7,G,A7sus4,D,A7,D,Bm7,E7,Gm7,A7sus4,D,A7sus4,D,Bm7,E7,Gm7,A7sus4,D,G,A,D,Bm,G,A,D,D7,G,F#7,Bm,A,E7,Gm7,A7sus4,D,D,Bm7,E7,Gm7,A7sus4,D,D,Bm7,E7,Gm7,A7sus4,D,A,B,E,C#m,A,B,E,E7,A,G#7,C#m,B,F#7,Am7,C#m7,F#7,Am7,B7sus4,E,E,C#m7,F#7,Am7,B7sus4,E,E,C#m7,F#7,Am7,E"
When I Look At You,Miley Cyrus,1251849601,399,4.85926,1414438,11494,32,1,0,,1,"Dm,F,C,A#,Dm,F,C,A#,Dm,F,C,A#,Dm,F,C,A#,Am,A#,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,Dm,F,C,A#,Dm,F,C,A#,Am,A#,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,A#,C,Dm,F,A#,C,Dm,F,A#,C,Dm,F,C,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,C,Dm,A#,F,A#,C,A#"
